Incident Date,State,City Or County,Address,Participant Gender,Participant Age Group
24-Dec-23,New Mexico,Carlsbad,500 block of Pompa St,female,Adult 18+
24-Dec-23,New Mexico,Carlsbad,500 block of Pompa St,male,Teen 12-17
23-Dec-23,New Mexico,Albuquerque,201 Claremont Ave NW,male,Unknown
23-Dec-23,New Mexico,Albuquerque,201 Claremont Ave NW,male,Unknown
23-Dec-23,New Mexico,Albuquerque,201 Claremont Ave NW,male,Adult 18+
23-Dec-23,New Mexico,Las Cruces,2240 E Lohman Ave,male,Adult 18+
23-Dec-23,New Mexico,Las Cruces,2240 E Lohman Ave,male,Adult 18+
22-Dec-23,New Mexico,Pinehill,50A BIA Route 176,male,Adult 18+
22-Dec-23,New Mexico,Pinehill,50A BIA Route 176,male,Adult 18+
22-Dec-23,New Mexico,Pinehill,50A BIA Route 176,female,Adult 18+
22-Dec-23,New Mexico,Pinehill,50A BIA Route 176,male,Adult 18+
20-Dec-23,New Mexico,Albuquerque,11000 block of San Bernardino Dr NW,male,Adult 18+
20-Dec-23,New Mexico,Albuquerque,11000 block of San Bernardino Dr NW,male,Adult 18+
20-Dec-23,New Mexico,Roswell,E Eyman St and I St,male,Adult 18+
20-Dec-23,New Mexico,Roswell,E Eyman St and I St,male,Adult 18+
20-Dec-23,New Mexico,Clovis,1654 US-60,male,Adult 18+
19-Dec-23,New Mexico,Albuquerque,400 block of Salazar Ct SE,male,Adult 18+
19-Dec-23,New Mexico,Albuquerque,400 block of Salazar Ct SE,male,Adult 18+
19-Dec-23,New Mexico,Albuquerque,311 Central Ave NW,male,Adult 18+
19-Dec-23,New Mexico,Albuquerque,311 Central Ave NW,male,Teen 12-17
18-Dec-23,New Mexico,Farmington,61 County Road 5457,male,Adult 18+
18-Dec-23,New Mexico,Farmington,61 County Road 5457,female,Adult 18+
16-Dec-23,New Mexico,Albuquerque,10108 Cartagena Ave SW,male,Teen 12-17
16-Dec-23,New Mexico,Albuquerque,10108 Cartagena Ave SW,male,Teen 12-17
16-Dec-23,New Mexico,Albuquerque,10108 Cartagena Ave SW,male,Teen 12-17
16-Dec-23,New Mexico,Albuquerque,10108 Cartagena Ave SW,male,Adult 18+
16-Dec-23,New Mexico,Albuquerque,10108 Cartagena Ave SW,male,Adult 18+
14-Dec-23,New Mexico,Grants,I-40,male,Adult 18+
14-Dec-23,New Mexico,Grants,I-40,male,Adult 18+
13-Dec-23,New Mexico,Tucumcari,702 W Sunset Rd,male,Adult 18+
13-Dec-23,New Mexico,Tucumcari,702 W Sunset Rd,male,Adult 18+
13-Dec-23,New Mexico,Albuquerque,1510 Ellison Dr NW,male,Teen 12-17
13-Dec-23,New Mexico,Albuquerque,69 Hotel Cir NE,male,Teen 12-17
12-Dec-23,New Mexico,Villanueva,6 Co Rd B29D,male,Adult 18+
12-Dec-23,New Mexico,Villanueva,6 Co Rd B29D,male,Adult 18+
10-Dec-23,New Mexico,Gallup,4116 N Prince St,male,Adult 18+
9-Dec-23,New Mexico,Santa Fe,Pinon Dr and Vera Dr,male,Adult 18+
9-Dec-23,New Mexico,Santa Fe,Pinon Dr and Vera Dr,female,Adult 18+
8-Dec-23,New Mexico,Albuquerque,10800 Dennis Chavez Blvd SW,male,Teen 12-17
8-Dec-23,New Mexico,Albuquerque,10800 Dennis Chavez Blvd SW,male,Teen 12-17
7-Dec-23,New Mexico,Albuquerque,4057 Montgomery Blvd NE,male,Adult 18+
6-Dec-23,New Mexico,Clovis,1900 N Thornton St,male,Teen 12-17
4-Dec-23,New Mexico,Clovis,225 Rosa Blvd,male,Adult 18+
4-Dec-23,New Mexico,Clovis,225 Rosa Blvd,male,Adult 18+
2-Dec-23,New Mexico,Clovis,700 block of Sheldon St,female,Adult 18+
2-Dec-23,New Mexico,Clovis,700 block of Sheldon St,female,Adult 18+
30-Nov-23,New Mexico,Albuquerque,Central Ave and Louisiana Blvd SE,male,Adult 18+
30-Nov-23,New Mexico,Albuquerque,Central Ave and Louisiana Blvd SE,male,Adult 18+
30-Nov-23,New Mexico,Albuquerque,Central Ave and Louisiana Blvd SE,female,Adult 18+
29-Nov-23,New Mexico,Albuquerque,5100 block of Vista del Luz NW,male,Adult 18+
29-Nov-23,New Mexico,Albuquerque,5100 block of Vista del Luz NW,male,Adult 18+
25-Nov-23,New Mexico,Albuquerque,3715 Ellison Rd NW,male,Adult 18+
25-Nov-23,New Mexico,Artesia,800 block of W Cannon Ave,male,Adult 18+
25-Nov-23,New Mexico,Artesia,800 block of W Cannon Ave,male,Adult 18+
21-Nov-23,New Mexico,Albuquerque,2800 Vail Ave SE,male,Adult 18+
21-Nov-23,New Mexico,Albuquerque,6401 Santa Monica Ave NE,male,Adult 18+
21-Nov-23,New Mexico,Albuquerque,6401 Santa Monica Ave NE,female,Adult 18+
16-Nov-23,New Mexico,Albuquerque,Escarpment Rd and Pajarito Rd SW,male,Adult 18+
16-Nov-23,New Mexico,Albuquerque,2500 block of Cuatro Milpas Rd SW,male,Adult 18+
16-Nov-23,New Mexico,Albuquerque,2500 block of Cuatro Milpas Rd SW,male,Adult 18+
16-Nov-23,New Mexico,Albuquerque,100 98th St SW,male,Adult 18+
15-Nov-23,New Mexico,Taos,Valverde St,male,Unknown
14-Nov-23,New Mexico,Albuquerque,320 Roma Ave NE,male,Adult 18+
14-Nov-23,New Mexico,Albuquerque,320 Roma Ave NE,male,Adult 18+
13-Nov-23,New Mexico,Santa Fe,1449 Prince of Peace Dr,male,Adult 18+
13-Nov-23,New Mexico,Santa Fe,1449 Prince of Peace Dr,male,Teen 12-17
13-Nov-23,New Mexico,Santa Fe,1449 Prince of Peace Dr,female,Adult 18+
12-Nov-23,New Mexico,Albuquerque,220 Charleston St NE,male,Adult 18+
12-Nov-23,New Mexico,Albuquerque,220 Charleston St NE,male,Adult 18+
12-Nov-23,New Mexico,Albuquerque (Los Ranchos De Albuquerque),6700 block of 4th St NW,male,Adult 18+
8-Nov-23,New Mexico,Albuquerque,Wisconsin St NE and Chico Rd NE,male,Adult 18+
5-Nov-23,New Mexico,Albuquerque,Molten Place NW,female,Teen 12-17
5-Nov-23,New Mexico,Albuquerque,Molten Place NW,male,Teen 12-17
4-Nov-23,New Mexico,Albuquerque,6210 Indian School Rd NE,male,Adult 18+
4-Nov-23,New Mexico,Roswell,1000 block of S Main St,male,Adult 18+
4-Nov-23,New Mexico,Roswell,1000 block of S Main St,male,Adult 18+
2-Nov-23,New Mexico,Las Cruces,1950 Sonoma Ranch Blvd,male,Teen 12-17
1-Nov-23,New Mexico,Albuquerque,500 block of Atlantic Ave SW,male,Adult 18+
1-Nov-23,New Mexico,Albuquerque,500 block of Atlantic Ave SW,male,Adult 18+
31-Oct-23,New Mexico,Socorro,924 South Dr,male,Adult 18+
28-Oct-23,New Mexico,Pecos,94 N Main St,female,Adult 18+
28-Oct-23,New Mexico,Pecos,94 N Main St,male,Adult 18+
27-Oct-23,New Mexico,Alamogordo,US-70 and Lavelle Rd,male,Adult 18+
27-Oct-23,New Mexico,Alamogordo,US-70 and Lavelle Rd,male,Adult 18+
26-Oct-23,New Mexico,Pecos,34 Pondarosa Ln,male,Adult 18+
26-Oct-23,New Mexico,Pecos,34 Pondarosa Ln,male,Adult 18+
26-Oct-23,New Mexico,Gallup,1702 E Hwy 66,male,Teen 12-17
26-Oct-23,New Mexico,Gallup,1702 E Hwy 66,male,Adult 18+
24-Oct-23,New Mexico,Albuquerque,Montgomery Blvd NE and Pennsylvania St NE,male,Adult 18+
22-Oct-23,New Mexico,Roswell,300 block of E Deming St,male,Adult 18+
22-Oct-23,New Mexico,Roswell,300 block of E Deming St,male,Adult 18+
19-Oct-23,New Mexico,Farmington,2400 block of Farmview Ln,male,Adult 18+
19-Oct-23,New Mexico,Farmington,2400 block of Farmview Ln,male,Adult 18+
19-Oct-23,New Mexico,Farmington,2400 block of Farmview Ln,male,Adult 18+
18-Oct-23,New Mexico,Albuquerque,3210 Tulane Dr NE,male,Adult 18+
18-Oct-23,New Mexico,Albuquerque,3210 Tulane Dr NE,male,Teen 12-17
18-Oct-23,New Mexico,Albuquerque,3210 Tulane Dr NE,female,Teen 12-17
18-Oct-23,New Mexico,Albuquerque,3210 Tulane Dr NE,female,Adult 18+
18-Oct-23,New Mexico,Albuquerque,3210 Tulane Dr NE,male,Adult 18+
15-Oct-23,New Mexico,Las Cruces,2499 N Main St,male,Teen 12-17
14-Oct-23,New Mexico,Las Cruces,4839 Calle Bella Ave,male,Teen 12-17
14-Oct-23,New Mexico,Las Cruces,4839 Calle Bella Ave,male,Teen 12-17
14-Oct-23,New Mexico,Roswell,4500 N Main St,male,Adult 18+
14-Oct-23,New Mexico,Roswell,4500 N Main St,male,Adult 18+
13-Oct-23,New Mexico,Alamogordo,Charlotte Ln and Oregon Ave,male,Teen 12-17
12-Oct-23,New Mexico,Artesia,3300 W Main St,male,Adult 18+
12-Oct-23,New Mexico,Artesia,3300 W Main St,male,Adult 18+
11-Oct-23,New Mexico,Albuquerque,6028 Canis Ave NW,male,Adult 18+
11-Oct-23,New Mexico,Albuquerque,6028 Canis Ave NW,male,Adult 18+
11-Oct-23,New Mexico,Albuquerque,6028 Canis Ave NW,female,Adult 18+
11-Oct-23,New Mexico,Albuquerque,6028 Canis Ave NW,male,Adult 18+
11-Oct-23,New Mexico,Weed,3 Agua Chiquita Rd,female,Adult 18+
11-Oct-23,New Mexico,Weed,3 Agua Chiquita Rd,male,Adult 18+
10-Oct-23,New Mexico,Santa Fe,Paseo De La Conquistadora and Camino Alire,male,Adult 18+
9-Oct-23,New Mexico,Albuquerque,1100 block of 2nd St NW,male,Adult 18+
9-Oct-23,New Mexico,Rio Rancho,NM-528 and Westside Blvd,male,Adult 18+
7-Oct-23,New Mexico,Hobbs,200 N Marland Blvd,male,Adult 18+
7-Oct-23,New Mexico,Hobbs,200 N Marland Blvd,male,Teen 12-17
7-Oct-23,New Mexico,Taos,Paseo del Pueblo Sur and La Posta Rd,male,Adult 18+
6-Oct-23,New Mexico,Shiprock,Sheep Rd and Navajo St,male,Adult 18+
5-Oct-23,New Mexico,Albuquerque,6701 Fortuna Rd NW,male,Adult 18+
5-Oct-23,New Mexico,Albuquerque,6701 Fortuna Rd NW,male,Teen 12-17
3-Oct-23,New Mexico,Las Cruces,1300 block of Burley Ct,male,Adult 18+
3-Oct-23,New Mexico,Las Cruces,1300 block of Burley Ct,female,Adult 18+
3-Oct-23,New Mexico,Santa Fe,2801 Cerrillos Rd,female,Adult 18+
3-Oct-23,New Mexico,Santa Fe,2801 Cerrillos Rd,male,Adult 18+
3-Oct-23,New Mexico,Santa Fe,2801 Cerrillos Rd,male,Adult 18+
1-Oct-23,New Mexico,Albuquerque,407 Wesmeco Dr SE,male,Adult 18+
1-Oct-23,New Mexico,Albuquerque,407 Wesmeco Dr SE,female,Adult 18+
29-Sep-23,New Mexico,Albuquerque,3000 block of Central Ave NE,male,Adult 18+
29-Sep-23,New Mexico,Albuquerque,3000 block of Central Ave NE,male,Adult 18+
29-Sep-23,New Mexico,Las Cruces,S Main St and E Idaho Ave,male,Adult 18+
29-Sep-23,New Mexico,Las Cruces,S Main St and E Idaho Ave,male,Adult 18+
28-Sep-23,New Mexico,Espanola,1122 Industrial Park Rd,male,Adult 18+
28-Sep-23,New Mexico,Espanola,1122 Industrial Park Rd,male,Adult 18+
28-Sep-23,New Mexico,Artesia,W Dallas Ave and S 7th St,male,Adult 18+
25-Sep-23,New Mexico,Hobbs,200 block of W Copper Ave,male,Adult 18+
25-Sep-23,New Mexico,Alamogordo,3000 block of N Florida Ave,male,Adult 18+
25-Sep-23,New Mexico,Alamogordo,3000 block of N Florida Ave,male,Adult 18+
24-Sep-23,New Mexico,Albuquerque,6000 block of Isleta Blvd,male,Adult 18+
23-Sep-23,New Mexico,Clovis,2101 W Grand Ave,male,Adult 18+
23-Sep-23,New Mexico,Clovis,2101 W Grand Ave,male,Teen 12-17
22-Sep-23,New Mexico,Deming,1910 8th St,male,Adult 18+
22-Sep-23,New Mexico,Aztec,1234 NE Aztec Blvd,male,Adult 18+
22-Sep-23,New Mexico,Aztec,1234 NE Aztec Blvd,male,Adult 18+
21-Sep-23,New Mexico,Albuquerque,8928 Lower Meadows Trl SW,female,Adult 18+
21-Sep-23,New Mexico,Albuquerque,8928 Lower Meadows Trl SW,male,Adult 18+
21-Sep-23,New Mexico,Albuquerque,8928 Lower Meadows Trl SW,male,Child 0-11
20-Sep-23,New Mexico,Santa Fe,Espinacitas St and St Michaels Dr,male,Adult 18+
20-Sep-23,New Mexico,Santa Fe,Espinacitas St and St Michaels Dr,male,Teen 12-17
20-Sep-23,New Mexico,Clovis,1100 block of Hinkle St,female,Adult 18+
20-Sep-23,New Mexico,Clovis,1100 block of Hinkle St,male,Adult 18+
16-Sep-23,New Mexico,Albuquerque,1201 Madeira Dr SE,male,Teen 12-17
16-Sep-23,New Mexico,Albuquerque,1201 Madeira Dr SE,male,Adult 18+
16-Sep-23,New Mexico,Santa Fe,8380 Cerrillos Rd,male,Teen 12-17
14-Sep-23,New Mexico,Albuquerque,6211 4th St NW,male,Adult 18+
14-Sep-23,New Mexico,Albuquerque,6211 4th St NW,male,Adult 18+
12-Sep-23,New Mexico,Albuquerque,6031 Iliff Rd NW,male,Adult 18+
11-Sep-23,New Mexico,Albuquerque,2100 block of Anthony Pl SW,male,Adult 18+
11-Sep-23,New Mexico,Albuquerque,2100 block of Anthony Pl SW,female,Adult 18+
11-Sep-23,New Mexico,Tesuque,509B NM-592,male,Adult 18+
9-Sep-23,New Mexico,Albuquerque,320 block of Charleston St SE,male,Adult 18+
8-Sep-23,New Mexico,Roswell,500 W Hobbs St,male,Teen 12-17
6-Sep-23,New Mexico,Albuquerque,Avenida Cesar Chavez SE and University Blvd SE,male,Child 0-11
6-Sep-23,New Mexico,Albuquerque,Avenida Cesar Chavez SE and University Blvd SE,female,Adult 18+
6-Sep-23,New Mexico,Albuquerque,Avenida Cesar Chavez SE and University Blvd SE,male,Adult 18+
6-Sep-23,New Mexico,Albuquerque,Avenida Cesar Chavez SE and University Blvd SE,male,Adult 18+
6-Sep-23,New Mexico,Albuquerque,Avenida Cesar Chavez SE and University Blvd SE,male,Adult 18+
6-Sep-23,New Mexico,Albuquerque,Avenida Cesar Chavez SE and University Blvd SE,male,Adult 18+
4-Sep-23,New Mexico,Carlsbad,2100 block of Algerita St,female,Adult 18+
4-Sep-23,New Mexico,Carlsbad,2100 block of Algerita St,male,Adult 18+
3-Sep-23,New Mexico,Roswell,500 block of E Hendricks St,male,Adult 18+
3-Sep-23,New Mexico,Roswell,500 block of E Hendricks St,male,Adult 18+
3-Sep-23,New Mexico,Roswell,500 block of E Hendricks St,male,Adult 18+
1-Sep-23,New Mexico,Albuquerque,12801 Copper Ave NE,male,Adult 18+
1-Sep-23,New Mexico,Albuquerque,12801 Copper Ave NE,male,Adult 18+
31-Aug-23,New Mexico,Albuquerque,I-25,male,Adult 18+
31-Aug-23,New Mexico,Albuquerque,I-25,male,Adult 18+
31-Aug-23,New Mexico,Albuquerque,305 Rhode Island St SE,male,Adult 18+
31-Aug-23,New Mexico,Albuquerque,305 Rhode Island St SE,male,Adult 18+
31-Aug-23,New Mexico,Albuquerque,305 Rhode Island St SE,female,Adult 18+
31-Aug-23,New Mexico,Albuquerque,305 Rhode Island St SE,male,Adult 18+
29-Aug-23,New Mexico,Albuquerque,500 Lead Ave SW,male,Adult 18+
26-Aug-23,New Mexico,Las Vegas,500 block of Chavez St,male,Adult 18+
26-Aug-23,New Mexico,Las Vegas,500 block of Chavez St,male,Adult 18+
25-Aug-23,New Mexico,Thoreau,County Road 27,male,Adult 18+
24-Aug-23,New Mexico,Ranchos De Taos,Espinoza Rd,male,Unknown
22-Aug-23,New Mexico,Clovis,800 block of Sheldon St,male,Adult 18+
22-Aug-23,New Mexico,Clovis,800 block of Sheldon St,male,Adult 18+
21-Aug-23,New Mexico,Deming,1400 E Birch St,male,Adult 18+
21-Aug-23,New Mexico,Roswell,800 block of E 5th St,male,Adult 18+
21-Aug-23,New Mexico,Roswell,800 block of E 5th St,male,Adult 18+
21-Aug-23,New Mexico,Roswell,800 block of E 5th St,female,Adult 18+
21-Aug-23,New Mexico,Roswell,800 block of E 5th St,male,Adult 18+
21-Aug-23,New Mexico,Albuquerque,311 Central Ave NW,male,Adult 18+
20-Aug-23,New Mexico,Roswell,800 block of S Atkinson Ave,male,Adult 18+
20-Aug-23,New Mexico,Roswell,3000 block of W 8th St,male,Unknown
20-Aug-23,New Mexico,Roswell,3000 block of W 8th St,female,Child 0-11
17-Aug-23,New Mexico,Albuquerque,301 Rhode Island St SE,male,Adult 18+
17-Aug-23,New Mexico,Albuquerque,1401 Wyoming Blvd NE,male,Adult 18+
13-Aug-23,New Mexico,Albuquerque,2717 Paseo del Canto Dr SW,female,Adult 18+
13-Aug-23,New Mexico,Albuquerque,2717 Paseo del Canto Dr SW,male,Teen 12-17
13-Aug-23,New Mexico,Albuquerque,2717 Paseo del Canto Dr SW,male,Teen 12-17
13-Aug-23,New Mexico,Albuquerque,2717 Paseo del Canto Dr SW,male,Teen 12-17
13-Aug-23,New Mexico,Albuquerque,2717 Paseo del Canto Dr SW,male,Teen 12-17
13-Aug-23,New Mexico,Albuquerque,2717 Paseo del Canto Dr SW,female,Child 0-11
8-Aug-23,New Mexico,Las Cruces,1500 block of S Solano Dr,male,Adult 18+
8-Aug-23,New Mexico,Las Cruces,1500 block of S Solano Dr,male,Adult 18+
8-Aug-23,New Mexico,Albuquerque,12700 block of Mountain Rd NE,male,Adult 18+
6-Aug-23,New Mexico,Roswell,S Garden Ave and E Mathews St,male,Adult 18+
6-Aug-23,New Mexico,Roswell,S Garden Ave and E Mathews St,male,Adult 18+
5-Aug-23,New Mexico,Albuquerque,500 block of Rencher Ave SE,male,Adult 18+
4-Aug-23,New Mexico,Clovis,700 block of Dawn Loop,male,Adult 18+
4-Aug-23,New Mexico,Clovis,700 block of Dawn Loop,female,Adult 18+
3-Aug-23,New Mexico,Farmington,510 Scott Ave,male,Adult 18+
1-Aug-23,New Mexico,Albuquerque,4630 12th St NW,female,Adult 18+
1-Aug-23,New Mexico,Albuquerque,4630 12th St NW,male,Adult 18+
31-Jul-23,New Mexico,Albuquerque,Coors Blvd NW and Central Ave NW,male,Teen 12-17
31-Jul-23,New Mexico,Albuquerque,Coors Blvd NW and Central Ave NW,female,Adult 18+
30-Jul-23,New Mexico,Santa Fe,490 Bishops Lodge Rd,male,Adult 18+
30-Jul-23,New Mexico,Santa Fe,490 Bishops Lodge Rd,male,Adult 18+
29-Jul-23,New Mexico,Questa,Cabresto Rd,male,Teen 12-17
29-Jul-23,New Mexico,Questa,Cabresto Rd,female,Teen 12-17
27-Jul-23,New Mexico,Santa Fe,Rufina St and Richards Ave,male,Adult 18+
27-Jul-23,New Mexico,Santa Fe,Rufina St and Richards Ave,male,Adult 18+
27-Jul-23,New Mexico,Albuquerque,Central Ave and Vermont St,male,Adult 18+
26-Jul-23,New Mexico,Portales,1919 Westview-Garnet Rd,male,Adult 18+
26-Jul-23,New Mexico,Portales,1919 Westview-Garnet Rd,female,Adult 18+
24-Jul-23,New Mexico,Tesuque,509 NM-592,male,Adult 18+
24-Jul-23,New Mexico,Albuquerque,1300 Pennsylvania St NE,male,Adult 18+
24-Jul-23,New Mexico,Gallup,109 E Hill Ave,male,Adult 18+
24-Jul-23,New Mexico,Gallup,109 E Hill Ave,male,Adult 18+
22-Jul-23,New Mexico,Albuquerque,Central Ave SE and Louisiana Blvd SE,female,Adult 18+
22-Jul-23,New Mexico,Church Rock,Becenti Trail Rd,male,Adult 18+
21-Jul-23,New Mexico,Albuquerque,13120 Central Ave SE,male,Adult 18+
20-Jul-23,New Mexico,Albuquerque,557 Tramway Blvd NE,male,Adult 18+
20-Jul-23,New Mexico,Albuquerque,11100 Gibson Blvd SE,male,Adult 18+
19-Jul-23,New Mexico,Logan,800 block of Loop 540,male,Adult 18+
18-Jul-23,New Mexico,Albuquerque,Central Ave NE and Tramway Blvd SE,male,Adult 18+
18-Jul-23,New Mexico,Albuquerque,Paisano St NE and Zia Rd NE,male,Adult 18+
18-Jul-23,New Mexico,Albuquerque,Paisano St NE and Zia Rd NE,male,Adult 18+
17-Jul-23,New Mexico,Espanola,222 Corlett Rd,male,Adult 18+
17-Jul-23,New Mexico,Espanola,222 Corlett Rd,male,Adult 18+
16-Jul-23,New Mexico,Las Cruces,Del Ray Blvd and Settlers Pass,female,Adult 18+
16-Jul-23,New Mexico,Las Cruces,Del Ray Blvd and Settlers Pass,male,Adult 18+
15-Jul-23,New Mexico,Albuquerque,9251 Eagle Ranch Rd NW,male,Adult 18+
15-Jul-23,New Mexico,Albuquerque,9251 Eagle Ranch Rd NW,male,Adult 18+
15-Jul-23,New Mexico,Alamogordo,100 block of Delaware Ave,male,Adult 18+
15-Jul-23,New Mexico,Alamogordo,100 block of Delaware Ave,male,Adult 18+
12-Jul-23,New Mexico,Albuquerque,208 Maxine St NE,male,Adult 18+
12-Jul-23,New Mexico,Albuquerque,3400 Monroe St NE,male,Teen 12-17
11-Jul-23,New Mexico,Clovis,8th St and Hinkle St,male,Adult 18+
11-Jul-23,New Mexico,Clovis,8th St and Hinkle St,female,Adult 18+
11-Jul-23,New Mexico,Clovis,8th St and Hinkle St,male,Adult 18+
11-Jul-23,New Mexico,Clovis,8th St and Hinkle St,female,Child 0-11
11-Jul-23,New Mexico,Roswell,400 block of Parkview Ave,male,Adult 18+
11-Jul-23,New Mexico,Roswell,400 block of Parkview Ave,male,Adult 18+
10-Jul-23,New Mexico,Albuquerque,3802 2nd St NW,male,Adult 18+
9-Jul-23,New Mexico,Clovis,900 block of W 9th St,male,Adult 18+
9-Jul-23,New Mexico,Clovis,900 block of W 9th St,male,Adult 18+
9-Jul-23,New Mexico,Clovis,900 block of W 9th St,male,Adult 18+
7-Jul-23,New Mexico,Albuquerque,6600 Menaul Blvd NE,female,Adult 18+
7-Jul-23,New Mexico,Albuquerque,6600 Menaul Blvd NE,female,Adult 18+
4-Jul-23,New Mexico,Albuquerque,6718 Central SE,male,Adult 18+
4-Jul-23,New Mexico,Albuquerque,6718 Central SE,male,Adult 18+
4-Jul-23,New Mexico,Albuquerque,6718 Central SE,female,Adult 18+
4-Jul-23,New Mexico,Albuquerque,6718 Central SE,male,Adult 18+
4-Jul-23,New Mexico,Albuquerque,Columbia Dr SE and Kathryn Ave SE,female,Adult 18+
4-Jul-23,New Mexico,Albuquerque,Columbia Dr SE and Kathryn Ave SE,male,Teen 12-17
4-Jul-23,New Mexico,Albuquerque,Columbia Dr SE and Kathryn Ave SE,male,Teen 12-17
4-Jul-23,New Mexico,Albuquerque,Columbia Dr SE and Kathryn Ave SE,male,Teen 12-17
4-Jul-23,New Mexico,Albuquerque,98th St and Rio Clara Ave,male,Adult 18+
4-Jul-23,New Mexico,Albuquerque,98th St and Rio Clara Ave,female,Adult 18+
4-Jul-23,New Mexico,Albuquerque,98th St and Rio Clara Ave,male,Adult 18+
3-Jul-23,New Mexico,Albuquerque,Copper Ave NW and 6th St NW,male,Adult 18+
2-Jul-23,New Mexico,Clovis,2101W Grand Ave,male,Adult 18+
2-Jul-23,New Mexico,Clovis,2101W Grand Ave,male,Adult 18+
1-Jul-23,New Mexico,Taos,203 Siler Rd,male,Adult 18+
30-Jun-23,New Mexico,Albuquerque,2909 Muriel St NE,male,Unknown
30-Jun-23,New Mexico,Albuquerque,2909 Muriel St NE,female,Unknown
30-Jun-23,New Mexico,Albuquerque,2909 Muriel St NE,male,Adult 18+
30-Jun-23,New Mexico,Belen,713 N Main St,female,Adult 18+
30-Jun-23,New Mexico,Belen,713 N Main St,male,Adult 18+
30-Jun-23,New Mexico,Rio Rancho,6th Ave SW,female,Adult 18+
30-Jun-23,New Mexico,Rio Rancho,6th Ave SW,male,Adult 18+
30-Jun-23,New Mexico,Rio Rancho,6th Ave SW,male,Adult 18+
29-Jun-23,New Mexico,Albuquerque,Montgomery Blvd NE,male,Adult 18+
29-Jun-23,New Mexico,Albuquerque,925 San Pedro Dr NE,male,Adult 18+
29-Jun-23,New Mexico,Albuquerque,1915 Lead Ave SE,female,Adult 18+
29-Jun-23,New Mexico,Albuquerque,1915 Lead Ave SE,female,Adult 18+
28-Jun-23,New Mexico,Ohkay Owingeh,341 Sage St,male,Adult 18+
28-Jun-23,New Mexico,Ohkay Owingeh,341 Sage St,male,Adult 18+
27-Jun-23,New Mexico,Santa Fe,1621 Llano St,male,Adult 18+
27-Jun-23,New Mexico,Santa Fe,1621 Llano St,male,Adult 18+
26-Jun-23,New Mexico,Silver City,Arenas Valley Rd,male,Adult 18+
26-Jun-23,New Mexico,Silver City,Arenas Valley Rd,male,Adult 18+
26-Jun-23,New Mexico,Arenas Valley,10-46 block of Elias Rd,male,Adult 18+
25-Jun-23,New Mexico,Albuquerque,4901 Pan American Fwy NE,male,Adult 18+
25-Jun-23,New Mexico,Albuquerque,4901 Pan American Fwy NE,male,Adult 18+
25-Jun-23,New Mexico,Albuquerque,6404 Los Volcanes Rd NW,male,Adult 18+
25-Jun-23,New Mexico,Albuquerque,6404 Los Volcanes Rd NW,male,Adult 18+
24-Jun-23,New Mexico,Albuquerque,100 98th St NW,male,Adult 18+
23-Jun-23,New Mexico,Roswell,1600 block of W Walnut St,male,Adult 18+
23-Jun-23,New Mexico,Albuquerque,721 Tomasita St NE,male,Teen 12-17
23-Jun-23,New Mexico,Albuquerque,721 Tomasita St NE,male,Adult 18+
22-Jun-23,New Mexico,Albuquerque,9800 block of Benavides Rd SW,male,Adult 18+
21-Jun-23,New Mexico,Clovis,2501 N Axtell St,male,Teen 12-17
21-Jun-23,New Mexico,Albuquerque,500 block of Dallas St NE,male,Adult 18+
21-Jun-23,New Mexico,Las Cruces,Holman Rd and Arroyo Rd,male,Adult 18+
20-Jun-23,New Mexico,Hobbs,300 block of W Rainbow Dr,male,Adult 18+
20-Jun-23,New Mexico,Hobbs,300 block of W Rainbow Dr,male,Adult 18+
20-Jun-23,New Mexico,Albuquerque,557 Tramway Blvd NE,male,Adult 18+
20-Jun-23,New Mexico,Albuquerque,557 Tramway Blvd NE,male,Adult 18+
20-Jun-23,New Mexico,Serafina (Chapelle),437 Co Rd B27,male,Adult 18+
20-Jun-23,New Mexico,Serafina (Chapelle),437 Co Rd B27,male,Adult 18+
19-Jun-23,New Mexico,Albuquerque,124 Alcazar St SE,female,Adult 18+
19-Jun-23,New Mexico,Santa Fe,4300 block of Camino Alhambra,male,Adult 18+
19-Jun-23,New Mexico,Santa Fe,4300 block of Camino Alhambra,male,Adult 18+
19-Jun-23,New Mexico,Santa Fe,4300 block of Camino Alhambra,female,Adult 18+
19-Jun-23,New Mexico,Las Vegas,2603 Hot Springs Blvd,male,Adult 18+
19-Jun-23,New Mexico,Las Vegas,2603 Hot Springs Blvd,male,Adult 18+
19-Jun-23,New Mexico,Albuquerque,1900 block of Shirlane Pl,male,Adult 18+
19-Jun-23,New Mexico,Clovis,313 Alamo St,male,Teen 12-17
19-Jun-23,New Mexico,Clovis,313 Alamo St,male,Adult 18+
17-Jun-23,New Mexico,Chimayo,Co Rd 101,male,Adult 18+
17-Jun-23,New Mexico,Chimayo,Co Rd 101,male,Adult 18+
16-Jun-23,New Mexico,Albuquerque,2321 Carlisle Blvd,female,Adult 18+
16-Jun-23,New Mexico,Albuquerque,2321 Carlisle Blvd,male,Adult 18+
16-Jun-23,New Mexico,Albuquerque,2321 Carlisle Blvd,male,Adult 18+
16-Jun-23,New Mexico,Espanola,800 block of Ash Loop,male,Adult 18+
16-Jun-23,New Mexico,Espanola,800 block of Ash Loop,female,Adult 18+
16-Jun-23,New Mexico,Espanola,800 block of Ash Loop,male,Adult 18+
