Incident Date,State,City Or County,Address,Participant Gender,Participant Age Group
5-Nov-22,New Mexico,Albuquerque,Tramway Blvd NE and Rover Ave NE,male,Adult 18+
2-Nov-22,New Mexico,Albuquerque,6000 block of Anderson SE,male,Adult 18+
2-Nov-22,New Mexico,Albuquerque,6000 block of Anderson SE,male,Adult 18+
1-Nov-22,New Mexico,Albuquerque,901 Tramway Blvd NE,male,Adult 18+
1-Nov-22,New Mexico,Albuquerque,901 Tramway Blvd NE,female,Adult 18+
31-Oct-22,New Mexico,Albuquerque,14th St and Marquette Ave NW,male,Adult 18+
31-Oct-22,New Mexico,Albuquerque,14th St and Marquette Ave NW,male,Adult 18+
30-Oct-22,New Mexico,Albuquerque,771 Coors Blvd SW,male,Teen 12-17
30-Oct-22,New Mexico,Albuquerque,771 Coors Blvd SW,male,Teen 12-17
30-Oct-22,New Mexico,Albuquerque,771 Coors Blvd SW,male,Teen 12-17
30-Oct-22,New Mexico,Albuquerque,771 Coors Blvd SW,male,Teen 12-17
29-Oct-22,New Mexico,Roswell,N Washington Ave and W 10th St,male,Adult 18+
28-Oct-22,New Mexico,Roswell,W Hobbs St,male,Teen 12-17
28-Oct-22,New Mexico,Roswell,W Hobbs St,male,Unknown
27-Oct-22,New Mexico,Silver City,2602 N Yucca St,male,Adult 18+
27-Oct-22,New Mexico,Albuquerque,James Cook Dr and Pajarito Rd SW,male,Adult 18+
27-Oct-22,New Mexico,Albuquerque,James Cook Dr and Pajarito Rd SW,male,Adult 18+
27-Oct-22,New Mexico,Albuquerque,11354 Central Ave SW,female,Adult 18+
27-Oct-22,New Mexico,Albuquerque,11354 Central Ave SW,male,Adult 18+
27-Oct-22,New Mexico,Albuquerque,5555 Zuni Rd SE,male,Adult 18+
27-Oct-22,New Mexico,Albuquerque,5555 Zuni Rd SE,male,Adult 18+
26-Oct-22,New Mexico,Ranchos De Taos,4 San Francisco Rd,male,Adult 18+
26-Oct-22,New Mexico,Ranchos De Taos,4 San Francisco Rd,male,Adult 18+
24-Oct-22,New Mexico,Albuquerque,9000 block of S Sky St NW,male,Adult 18+
24-Oct-22,New Mexico,Ranchos De Taos,7051 NM-518,male,Adult 18+
24-Oct-22,New Mexico,Ranchos De Taos,7051 NM-518,female,Adult 18+
22-Oct-22,New Mexico,Espanola,Calle Borrego,male,Adult 18+
22-Oct-22,New Mexico,Espanola,Calle Borrego,female,Adult 18+
22-Oct-22,New Mexico,Espanola,Calle Borrego,male,Adult 18+
21-Oct-22,New Mexico,Albuquerque,4700 Cutler Ave NE,male,Adult 18+
21-Oct-22,New Mexico,Albuquerque,4700 Cutler Ave NE,female,Adult 18+
21-Oct-22,New Mexico,Albuquerque,100 1st St SW,male,Adult 18+
21-Oct-22,New Mexico,Albuquerque,100 1st St SW,male,Adult 18+
21-Oct-22,New Mexico,Albuquerque,100 1st St SW,male,Adult 18+
17-Oct-22,New Mexico,Hernandez,El Camino de Abajo Rd,male,Adult 18+
17-Oct-22,New Mexico,Hernandez,El Camino de Abajo Rd,male,Adult 18+
17-Oct-22,New Mexico,Albuquerque,2266 Wyoming Blvd NE,male,Adult 18+
17-Oct-22,New Mexico,Albuquerque,2266 Wyoming Blvd NE,male,Adult 18+
16-Oct-22,New Mexico,Las Cruces,7502 Red Hawk Golf Rd,male,Adult 18+
16-Oct-22,New Mexico,Las Cruces,7502 Red Hawk Golf Rd,male,Adult 18+
5-Oct-22,New Mexico,Taos,307 La Luz Dr,male,Teen 12-17
5-Oct-22,New Mexico,Taos,307 La Luz Dr,male,Adult 18+
5-Oct-22,New Mexico,Taos,307 La Luz Dr,female,Adult 18+
5-Oct-22,New Mexico,Taos,307 La Luz Dr,male,Teen 12-17
5-Oct-22,New Mexico,Taos,307 La Luz Dr,male,Teen 12-17
5-Oct-22,New Mexico,Albuquerque,1505 Candelaria Rd NW,male,Adult 18+
4-Oct-22,New Mexico,Bernalillo,1039 Bosque Loop,male,Adult 18+
3-Oct-22,New Mexico,Rio Rancho,1300 block of Peppoli Loop,male,Adult 18+
3-Oct-22,New Mexico,Rio Rancho,1300 block of Peppoli Loop,male,Adult 18+
3-Oct-22,New Mexico,Las Cruces,University Ave and Main St,male,Adult 18+
3-Oct-22,New Mexico,Las Cruces,University Ave and Main St,male,Adult 18+
2-Oct-22,New Mexico,Fort Sumner,100 block of E Main Ave,male,Adult 18+
2-Oct-22,New Mexico,Fort Sumner,100 block of E Main Ave,male,Adult 18+
2-Oct-22,New Mexico,Fort Sumner,100 block of E Main Ave,female,Adult 18+
30-Sep-22,New Mexico,Santa Fe,2100 Yucca St,male,Adult 18+
30-Sep-22,New Mexico,Albuquerque,Central Ave SE and Wyoming Blvd NE,male,Adult 18+
30-Sep-22,New Mexico,Albuquerque,Central Ave SE and Wyoming Blvd NE,male,Adult 18+
30-Sep-22,New Mexico,Albuquerque,Candelaria Rd NW and San Isidro St NW,male,Adult 18+
29-Sep-22,New Mexico,Albuquerque,Palisades Dr and Punta Alta Ave,female,Adult 18+
29-Sep-22,New Mexico,Albuquerque,652 Bataan Dr SW,male,Teen 12-17
29-Sep-22,New Mexico,Albuquerque,652 Bataan Dr SW,male,Adult 18+
29-Sep-22,New Mexico,Albuquerque,652 Bataan Dr SW,male,Adult 18+
27-Sep-22,New Mexico,Ruidoso (Sierra Blanca),FM 1111,male,Adult 18+
27-Sep-22,New Mexico,Ruidoso (Sierra Blanca),FM 1111,male,Adult 18+
27-Sep-22,New Mexico,Ruidoso (Sierra Blanca),FM 1111,female,Adult 18+
27-Sep-22,New Mexico,Ruidoso (Sierra Blanca),FM 1111,male,Adult 18+
26-Sep-22,New Mexico,Albuquerque,12720 Central Ave SE,male,Adult 18+
22-Sep-22,New Mexico,Albuquerque,Isleta Blvd SW and Perry St SW,male,Adult 18+
21-Sep-22,New Mexico,Clovis,300 block of Missouri St,male,Adult 18+
21-Sep-22,New Mexico,Clovis,300 block of Missouri St,male,Adult 18+
21-Sep-22,New Mexico,Albuquerque,3301 Candelaria,male,Adult 18+
20-Sep-22,New Mexico,Albuquerque,Isleta Blvd and Camino Del Valle SW,male,Adult 18+
20-Sep-22,New Mexico,Las Cruces,1481 Alamo St,male,Adult 18+
20-Sep-22,New Mexico,Las Cruces,1481 Alamo St,female,Adult 18+
19-Sep-22,New Mexico,Albuquerque,1025 12th St NW,male,Adult 18+
19-Sep-22,New Mexico,Albuquerque,1025 12th St NW,male,Adult 18+
18-Sep-22,New Mexico,Las Cruces,6000 block of Vista de Oro,female,Adult 18+
18-Sep-22,New Mexico,Las Cruces,6000 block of Vista de Oro,male,Adult 18+
18-Sep-22,New Mexico,Albuquerque,431 Dallas Ave SE,male,Adult 18+
18-Sep-22,New Mexico,Roswell,800 block of W Mathews St,female,Adult 18+
15-Sep-22,New Mexico,Albuquerque,10000 Menaul NE,female,Adult 18+
15-Sep-22,New Mexico,Albuquerque,10000 Menaul NE,male,Adult 18+
15-Sep-22,New Mexico,Albuquerque,10000 Menaul NE,male,Adult 18+
15-Sep-22,New Mexico,Albuquerque,244 Espanola St NE,male,Adult 18+
15-Sep-22,New Mexico,Albuquerque,244 Espanola St NE,male,Adult 18+
14-Sep-22,New Mexico,Albuquerque,12300 Horseshoe Trl SE,male,Adult 18+
14-Sep-22,New Mexico,Albuquerque,12300 Horseshoe Trl SE,male,Adult 18+
11-Sep-22,New Mexico,Santa Fe,Paseo Feliz,male,Adult 18+
11-Sep-22,New Mexico,Santa Fe,Paseo Feliz,male,Adult 18+
10-Sep-22,New Mexico,Albuquerque,Central Ave SW and Yucca DR NW,male,Adult 18+
9-Sep-22,New Mexico,Deming,220 S Nickle St,female,Adult 18+
9-Sep-22,New Mexico,Deming,220 S Nickle St,male,Adult 18+
9-Sep-22,New Mexico,Albuquerque,7901 Ranchitos Loop NE,male,Adult 18+
9-Sep-22,New Mexico,Albuquerque,13300 Central Ave SE,male,Adult 18+
6-Sep-22,New Mexico,Mountainair,20000 block of US-60,female,Adult 18+
6-Sep-22,New Mexico,Mountainair,20000 block of US-60,male,Adult 18+
4-Sep-22,New Mexico,Albuquerque,4300 Sheldon St SE,male,Adult 18+
4-Sep-22,New Mexico,Albuquerque,4300 Sheldon St SE,male,Adult 18+
2-Sep-22,New Mexico,Albuquerque,560 block of 59th St NW,female,Adult 18+
2-Sep-22,New Mexico,Albuquerque,560 block of 59th St NW,male,Adult 18+
2-Sep-22,New Mexico,Albuquerque,560 block of 59th St NW,male,Adult 18+
1-Sep-22,New Mexico,Albuquerque,1119 Candelaria Rd NW,male,Adult 18+
1-Sep-22,New Mexico,Albuquerque,1119 Candelaria Rd NW,male,Adult 18+
30-Aug-22,New Mexico,Albuquerque,921 San Pedro Dr SE,male,Adult 18+
30-Aug-22,New Mexico,Albuquerque,921 San Pedro Dr SE,male,Adult 18+
29-Aug-22,New Mexico,Albuquerque,5239 Na Pali St,male,Adult 18+
29-Aug-22,New Mexico,Albuquerque,1700 block of Val Verde Dr SW,male,Adult 18+
29-Aug-22,New Mexico,Albuquerque,1700 block of Val Verde Dr SW,male,Adult 18+
29-Aug-22,New Mexico,Albuquerque,1700 block of Val Verde Dr SW,male,Adult 18+
28-Aug-22,New Mexico,Albuquerque,2721 Coors Blvd NW,male,Adult 18+
28-Aug-22,New Mexico,Albuquerque,9223 Marron Cir NE,male,Adult 18+
28-Aug-22,New Mexico,Albuquerque,9223 Marron Cir NE,male,Adult 18+
28-Aug-22,New Mexico,Albuquerque,9223 Marron Cir NE,female,Adult 18+
27-Aug-22,New Mexico,Albuquerque,Central Ave SE and Texas Ave SE,male,Adult 18+
25-Aug-22,New Mexico,Eunice,1720 Ave K,male,Teen 12-17
25-Aug-22,New Mexico,Albuquerque,4009 Montgomery Blvd NE,male,Adult 18+
24-Aug-22,New Mexico,Albuquerque,3712 Bryn Mawr Dr NE,male,Adult 18+
24-Aug-22,New Mexico,Albuquerque,5000 block of Harbor Place NW,male,Adult 18+
24-Aug-22,New Mexico,Clovis,1200 block of N Lea St,male,Adult 18+
24-Aug-22,New Mexico,Clovis,1200 block of N Lea St,female,Adult 18+
22-Aug-22,New Mexico,Albuquerque,2nd St SW and Central Ave SW,male,Adult 18+
22-Aug-22,New Mexico,Albuquerque,2nd St SW and Central Ave SW,female,Adult 18+
21-Aug-22,New Mexico,Hobbs,1400 block of E Marland St,female,Adult 18+
21-Aug-22,New Mexico,Hobbs,1400 block of E Marland St,male,Adult 18+
21-Aug-22,New Mexico,Alcalde,176 Co Rd 52,male,Adult 18+
21-Aug-22,New Mexico,Alcalde,176 Co Rd 52,male,Adult 18+
20-Aug-22,New Mexico,Albuquerque,6230 Indian School Rd NE,male,Adult 18+
20-Aug-22,New Mexico,Albuquerque,6230 Indian School Rd NE,male,Adult 18+
20-Aug-22,New Mexico,Las Cruces,El Paseo Rd and University Ave,male,Adult 18+
19-Aug-22,New Mexico,Albuquerque,200 block of Romana Street SE,female,Adult 18+
19-Aug-22,New Mexico,Albuquerque,200 block of Romana Street SE,male,Adult 18+
19-Aug-22,New Mexico,Albuquerque,I-25 and Avenida Cesar Chavez,male,Adult 18+
19-Aug-22,New Mexico,Roswell,600 block of S Missouri Ave,male,Adult 18+
16-Aug-22,New Mexico,Espanola,206 N Paseo de Onate,female,Adult 18+
16-Aug-22,New Mexico,Espanola,206 N Paseo de Onate,female,Adult 18+
16-Aug-22,New Mexico,Espanola,206 N Paseo de Onate,male,Adult 18+
16-Aug-22,New Mexico,Espanola,206 N Paseo de Onate,male,Adult 18+
16-Aug-22,New Mexico,Albuquerque,7901 Central Ave SE,male,Adult 18+
16-Aug-22,New Mexico,Albuquerque,7901 Central Ave SE,male,Adult 18+
14-Aug-22,New Mexico,Albuquerque,7817 Central Ave SE,male,Adult 18+
14-Aug-22,New Mexico,Albuquerque,7817 Central Ave SE,male,Adult 18+
14-Aug-22,New Mexico,Clovis,1100 Sycamore St,male,Adult 18+
14-Aug-22,New Mexico,Clovis,1100 Sycamore St,male,Adult 18+
14-Aug-22,New Mexico,Clovis,1100 Sycamore St,male,Teen 12-17
13-Aug-22,New Mexico,Albuquerque,Seventh and Central SW,female,Adult 18+
13-Aug-22,New Mexico,Albuquerque,Seventh and Central SW,male,Adult 18+
13-Aug-22,New Mexico,Albuquerque,Seventh and Central SW,female,Adult 18+
13-Aug-22,New Mexico,Rio Rancho,901 Unser Blvd SE,male,Adult 18+
13-Aug-22,New Mexico,Santa Fe,1098 Willow Way,female,Adult 18+
13-Aug-22,New Mexico,Albuquerque,Central Ave SE and Dorado Pl SE,female,Adult 18+
13-Aug-22,New Mexico,Albuquerque,Central Ave SE and Dorado Pl SE,female,Adult 18+
13-Aug-22,New Mexico,Albuquerque,Central Ave SE and Dorado Pl SE,female,Adult 18+
13-Aug-22,New Mexico,Albuquerque,Central Ave SE and Dorado Pl SE,male,Adult 18+
11-Aug-22,New Mexico,Carlsbad,1st St,male,Adult 18+
11-Aug-22,New Mexico,Carlsbad,1st St,male,Adult 18+
11-Aug-22,New Mexico,Carlsbad,1st St,female,Adult 18+
11-Aug-22,New Mexico,Carlsbad,3900 block of W Texas St,male,Adult 18+
10-Aug-22,New Mexico,Santa Fe,2530 W Zia Rd,male,Teen 12-17
10-Aug-22,New Mexico,Santa Fe,2530 W Zia Rd,male,Adult 18+
10-Aug-22,New Mexico,Las Cruces,245 La Posada Ln,male,Adult 18+
10-Aug-22,New Mexico,Las Cruces,245 La Posada Ln,male,Adult 18+
10-Aug-22,New Mexico,Las Cruces,245 La Posada Ln,male,Adult 18+
9-Aug-22,New Mexico,Albuquerque,Indian School Rd NE and Pennsylvania St NE,male,Adult 18+
9-Aug-22,New Mexico,Albuquerque,Indian School Rd NE and Pennsylvania St NE,female,Adult 18+
8-Aug-22,New Mexico,Llano,267 NM 73,male,Adult 18+
8-Aug-22,New Mexico,Llano,267 NM 73,male,Adult 18+
7-Aug-22,New Mexico,Carlsbad,200 block of W Fox St,male,Adult 18+
7-Aug-22,New Mexico,Carlsbad,200 block of W Fox St,male,Adult 18+
7-Aug-22,New Mexico,Albuquerque,557 Tramway Blvd NE,male,Adult 18+
7-Aug-22,New Mexico,Albuquerque,557 Tramway Blvd NE,male,Adult 18+
7-Aug-22,New Mexico,Albuquerque,515 Madeira Dr SE,male,Adult 18+
7-Aug-22,New Mexico,Albuquerque,515 Madeira Dr SE,male,Adult 18+
6-Aug-22,New Mexico,Albuquerque,3500 block of Eastern Ave SE,male,Adult 18+
6-Aug-22,New Mexico,Albuquerque,3500 block of Eastern Ave SE,male,Adult 18+
6-Aug-22,New Mexico,Albuquerque,3500 block of Eastern Ave SE,male,Adult 18+
5-Aug-22,New Mexico,Las Cruces,Amador Ave and Valley Dr,male,Adult 18+
5-Aug-22,New Mexico,Las Cruces,Amador Ave and Valley Dr,female,Child 0-11
5-Aug-22,New Mexico,Albuquerque,230 Truman St NE,male,Adult 18+
5-Aug-22,New Mexico,Albuquerque,230 Truman St NE,male,Adult 18+
3-Aug-22,New Mexico,Clovis,1000 N Martin Luther King Jr Blvd,male,Adult 18+
3-Aug-22,New Mexico,Clovis,1000 N Martin Luther King Jr Blvd,female,Teen 12-17
2-Aug-22,New Mexico,Las Cruces,2645 S Valley Dr,male,Adult 18+
2-Aug-22,New Mexico,Las Cruces,2645 S Valley Dr,male,Adult 18+
1-Aug-22,New Mexico,Albuquerque,422 Cornell Dr SE,male,Adult 18+
1-Aug-22,New Mexico,Albuquerque,422 Cornell Dr SE,male,Adult 18+
30-Jul-22,New Mexico,Chaparral,700 block of Sunny Sands Dr,female,Child 0-11
29-Jul-22,New Mexico,Albuquerque,4303 Estancia Dr NW,male,Adult 18+
28-Jul-22,New Mexico,Albuquerque,4321 Coors Blvd SW,male,Adult 18+
28-Jul-22,New Mexico,Albuquerque,4321 Coors Blvd SW,male,Adult 18+
27-Jul-22,New Mexico,Albuquerque,5151 San Francisco Rd NE,male,Adult 18+
27-Jul-22,New Mexico,Las Cruces,E Park Dr and Branson Ave,male,Unknown
27-Jul-22,New Mexico,Las Cruces,E Park Dr and Branson Ave,male,Teen 12-17
27-Jul-22,New Mexico,Albuquerque,Atrisco Dr SW and Central Dr SW,male,Adult 18+
27-Jul-22,New Mexico,Albuquerque,Atrisco Dr SW and Central Dr SW,male,Adult 18+
27-Jul-22,New Mexico,Las Cruces,700 block of Telshor Blvd,male,Adult 18+
27-Jul-22,New Mexico,Tijeras,12 Camino Oro Dr,male,Adult 18+
27-Jul-22,New Mexico,Tijeras,12 Camino Oro Dr,male,Adult 18+
26-Jul-22,New Mexico,Albuquerque,400 block of Rhode Island NE,male,Adult 18+
26-Jul-22,New Mexico,Albuquerque,400 block of Rhode Island NE,male,Adult 18+
26-Jul-22,New Mexico,Albuquerque,555 Rio Bravo Blvd SE,male,Adult 18+
26-Jul-22,New Mexico,Albuquerque,555 Rio Bravo Blvd SE,male,Adult 18+
26-Jul-22,New Mexico,Clovis,320 W 21st St,male,Teen 12-17
26-Jul-22,New Mexico,Clovis,320 W 21st St,male,Teen 12-17
26-Jul-22,New Mexico,Alamogordo,100 block of Ave Amigos,male,Adult 18+
26-Jul-22,New Mexico,Alamogordo,100 block of Ave Amigos,male,Adult 18+
24-Jul-22,New Mexico,Aztec,8 Road 3400,female,Adult 18+
24-Jul-22,New Mexico,Aztec,8 Road 3400,male,Adult 18+
24-Jul-22,New Mexico,Aztec,8 Road 3400,male,Adult 18+
24-Jul-22,New Mexico,Aztec,Rd 3935,male,Adult 18+
24-Jul-22,New Mexico,Aztec,Rd 3935,male,Adult 18+
24-Jul-22,New Mexico,Roswell,1400 block of E Tilden St,male,Adult 18+
24-Jul-22,New Mexico,Roswell,1400 block of E Tilden St,male,Adult 18+
24-Jul-22,New Mexico,Roswell,1400 block of E Tilden St,male,Teen 12-17
24-Jul-22,New Mexico,Roswell,1400 block of E Tilden St,male,Teen 12-17
24-Jul-22,New Mexico,Albuquerque,Morningside Dr NE and Comanche Rd NE,male,Adult 18+
23-Jul-22,New Mexico,Farmington,Plaza Center and E Main St,male,Adult 18+
23-Jul-22,New Mexico,Farmington,Plaza Center and E Main St,male,Adult 18+
23-Jul-22,New Mexico,Deming,4800 block of Sagebrush Rd SE,male,Adult 18+
23-Jul-22,New Mexico,Deming,4800 block of Sagebrush Rd SE,male,Adult 18+
23-Jul-22,New Mexico,Las Cruces,1900 block of N Solano Dr,male,Adult 18+
22-Jul-22,New Mexico,Las Cruces,1700 block of E Hadley Ave,male,Adult 18+
22-Jul-22,New Mexico,Las Cruces,1700 block of E Hadley Ave,male,Adult 18+
21-Jul-22,New Mexico,Albuquerque,10600 Cibola Loop NW,male,Adult 18+
21-Jul-22,New Mexico,Albuquerque,10600 Cibola Loop NW,female,Adult 18+
21-Jul-22,New Mexico,Santa Fe,Water St and De Vargas St,male,Adult 18+
21-Jul-22,New Mexico,Santa Fe,Water St and De Vargas St,male,Adult 18+
18-Jul-22,New Mexico,Albuquerque,1119 Candelaria Rd NW,male,Adult 18+
18-Jul-22,New Mexico,Albuquerque,1119 Candelaria Rd NW,male,Adult 18+
18-Jul-22,New Mexico,Clovis,1000 N Dr Martin Luther King Jr Blvd,male,Adult 18+
18-Jul-22,New Mexico,Clovis,1000 N Dr Martin Luther King Jr Blvd,male,Adult 18+
18-Jul-22,New Mexico,Albuquerque,6001 Topke Pl NE,male,Adult 18+
18-Jul-22,New Mexico,Albuquerque,6001 Topke Pl NE,male,Adult 18+
17-Jul-22,New Mexico,Gallup,700 Rimrock Dr,male,Adult 18+
17-Jul-22,New Mexico,Gallup,701 W Coal Ave,male,Adult 18+
17-Jul-22,New Mexico,Gallup,701 W Coal Ave,male,Adult 18+
17-Jul-22,New Mexico,Silver City,N Texas St and W Broadway St,male,Teen 12-17
17-Jul-22,New Mexico,Silver City,N Texas St and W Broadway St,male,Adult 18+
17-Jul-22,New Mexico,Albuquerque,Isleta Blvd SW and Bridge Blvd SW,male,Adult 18+
17-Jul-22,New Mexico,Albuquerque,Isleta Blvd SW and Bridge Blvd SW,female,Adult 18+
15-Jul-22,New Mexico,Albuquerque,201 Coors Blvd NW,male,Adult 18+
15-Jul-22,New Mexico,Albuquerque,201 Coors Blvd NW,male,Adult 18+
13-Jul-22,New Mexico,Las Cruces,5900 block of Las Alturas Dr,male,Adult 18+
11-Jul-22,New Mexico,Albuquerque,Bell Ave SE and San Pedro Dr SE,female,Adult 18+
11-Jul-22,New Mexico,Albuquerque,San Mateo Blvd and Grand Ave,female,Adult 18+
10-Jul-22,New Mexico,Roswell,1310 S Main St,male,Teen 12-17
10-Jul-22,New Mexico,Roswell,1310 S Main St,male,Adult 18+
9-Jul-22,New Mexico,Las Cruces,900 block of S San Pedro St,female,Adult 18+
9-Jul-22,New Mexico,Las Cruces,900 block of S San Pedro St,male,Adult 18+
9-Jul-22,New Mexico,Las Cruces,900 block of S San Pedro St,male,Adult 18+
9-Jul-22,New Mexico,Clovis,915 Connelly St,female,Adult 18+
9-Jul-22,New Mexico,Clovis,915 Connelly St,male,Adult 18+
9-Jul-22,New Mexico,Clovis,915 Connelly St,male,Teen 12-17
9-Jul-22,New Mexico,Clovis,915 Connelly St,female,Adult 18+
9-Jul-22,New Mexico,Clovis,915 Connelly St,female,Adult 18+
9-Jul-22,New Mexico,Clovis,915 Connelly St,male,Adult 18+
7-Jul-22,New Mexico,Santa Fe,4350 Airport Rd,male,Adult 18+
7-Jul-22,New Mexico,Santa Fe,4350 Airport Rd,male,Adult 18+
6-Jul-22,New Mexico,Portales,1891 Base Line,male,Adult 18+
5-Jul-22,New Mexico,Albuquerque,11120 Lomas Blvd NE,male,Adult 18+
5-Jul-22,New Mexico,Albuquerque,9010 Alexis Ave SW,male,Unknown
5-Jul-22,New Mexico,Albuquerque,9010 Alexis Ave SW,female,Adult 18+
5-Jul-22,New Mexico,Albuquerque,9010 Alexis Ave SW,female,Teen 12-17
5-Jul-22,New Mexico,Albuquerque,9010 Alexis Ave SW,female,Adult 18+
4-Jul-22,New Mexico,Tome,80 block of Romero Rd,male,Adult 18+
4-Jul-22,New Mexico,Tome,80 block of Romero Rd,female,Adult 18+
3-Jul-22,New Mexico,Socorro,500 block of 6th St,male,Adult 18+
3-Jul-22,New Mexico,Socorro,500 block of 6th St,male,Adult 18+
3-Jul-22,New Mexico,Socorro,500 block of 6th St,male,Adult 18+
3-Jul-22,New Mexico,Chaparral,100 block of Iron Horse Ave,male,Adult 18+
3-Jul-22,New Mexico,Sandia Park,NM-14,male,Adult 18+
3-Jul-22,New Mexico,Albuquerque,600 block of Shire SW,male,Adult 18+
3-Jul-22,New Mexico,Albuquerque,600 block of Shire SW,male,Adult 18+
2-Jul-22,New Mexico,Alamogordo,2000 block of Dewey Ln,male,Adult 18+
2-Jul-22,New Mexico,Alamogordo,2000 block of Dewey Ln,male,Teen 12-17
30-Jun-22,New Mexico,Santa Fe,900 block of Shoofly St,male,Adult 18+
30-Jun-22,New Mexico,Santa Fe,900 block of Shoofly St,male,Adult 18+
29-Jun-22,New Mexico,Albuquerque,7817 Central Ave SE,male,Adult 18+
27-Jun-22,New Mexico,Albuquerque,5001 Montgomery Blvd NE,male,Adult 18+
26-Jun-22,New Mexico,Albuquerque,141 98th St NW,male,Adult 18+
26-Jun-22,New Mexico,Albuquerque,141 98th St NW,female,Adult 18+
26-Jun-22,New Mexico,Albuquerque,141 98th St NW,male,Adult 18+
25-Jun-22,New Mexico,Carlsbad,2205 W Church St,male,Adult 18+
25-Jun-22,New Mexico,Carlsbad,2205 W Church St,male,Adult 18+
25-Jun-22,New Mexico,Albuquerque,436 Grove St SE,male,Adult 18+
25-Jun-22,New Mexico,Albuquerque,436 Grove St SE,male,Teen 12-17
25-Jun-22,New Mexico,Albuquerque,436 Grove St SE,male,Adult 18+
25-Jun-22,New Mexico,Albuquerque,13141 Central Ave NE,male,Adult 18+
21-Jun-22,New Mexico,Espanola,745 N Riverside Dr,male,Adult 18+
21-Jun-22,New Mexico,Espanola,745 N Riverside Dr,female,Adult 18+
20-Jun-22,New Mexico,Albuquerque,641 Charleston St SE,male,Teen 12-17
20-Jun-22,New Mexico,Albuquerque,641 Charleston St SE,male,Adult 18+
20-Jun-22,New Mexico,Albuquerque,641 Charleston St SE,male,Adult 18+
19-Jun-22,New Mexico,Albuquerque,125 2nd St NW,male,Adult 18+
18-Jun-22,New Mexico,Santa Fe,600 block of Gomez Rd,male,Adult 18+
18-Jun-22,New Mexico,Santa Fe,600 block of Gomez Rd,female,Adult 18+
18-Jun-22,New Mexico,Santa Fe,600 block of Gomez Rd,male,Adult 18+
17-Jun-22,New Mexico,Belen,700 block of S 1st St,male,Adult 18+
17-Jun-22,New Mexico,Belen,700 block of S 1st St,male,Adult 18+
17-Jun-22,New Mexico,Belen,700 block of S 1st St,male,Adult 18+
15-Jun-22,New Mexico,Albuquerque,5500 block of Central Ave NE,male,Adult 18+
15-Jun-22,New Mexico,Albuquerque,5500 block of Central Ave NE,male,Adult 18+
15-Jun-22,New Mexico,Albuquerque,5500 block of Central Ave NE,male,Adult 18+
15-Jun-22,New Mexico,Albuquerque,4400 Coors Blvd SW,male,Adult 18+
15-Jun-22,New Mexico,Albuquerque,4400 Coors Blvd SW,male,Adult 18+
15-Jun-22,New Mexico,Albuquerque,4400 Coors Blvd SW,female,Adult 18+
15-Jun-22,New Mexico,Farmington,Rd 5758,male,Adult 18+
15-Jun-22,New Mexico,Las Cruces,1050 S Triviz Dr,male,Adult 18+
15-Jun-22,New Mexico,Las Cruces,1050 S Triviz Dr,male,Adult 18+
14-Jun-22,New Mexico,Albuquerque,301 McKnight Ave,male,Adult 18+
14-Jun-22,New Mexico,Albuquerque,301 McKnight Ave,male,Adult 18+
13-Jun-22,New Mexico,Deming,1000 S Zinc St,male,Adult 18+
13-Jun-22,New Mexico,Deming,1000 S Zinc St,male,Adult 18+
13-Jun-22,New Mexico,Clovis,1700 N Main St,male,Adult 18+
13-Jun-22,New Mexico,Clovis,1700 N Main St,male,Adult 18+
13-Jun-22,New Mexico,Santa Fe,Ridgetop Rd and Camino Francesca,male,Adult 18+
13-Jun-22,New Mexico,Albuquerque,2100 block of Coal Pl SE,male,Adult 18+
13-Jun-22,New Mexico,Albuquerque,2100 block of Coal Pl SE,male,Adult 18+
12-Jun-22,New Mexico,Hobbs,1000 block of W Berry Dr,female,Adult 18+
12-Jun-22,New Mexico,Carlsbad,700 block of Elgin St,male,Adult 18+
12-Jun-22,New Mexico,Gallup,1511 Kit Carson Dr,male,Adult 18+
12-Jun-22,New Mexico,Gallup,1511 Kit Carson Dr,male,Adult 18+
11-Jun-22,New Mexico,Alamogordo,Charlotte Ln,male,Adult 18+
11-Jun-22,New Mexico,Alamogordo,Charlotte Ln,male,Adult 18+
11-Jun-22,New Mexico,Alamogordo,Charlotte Ln,female,Unknown
11-Jun-22,New Mexico,Alamogordo,Charlotte Ln,female,Adult 18+
11-Jun-22,New Mexico,Alamogordo,Charlotte Ln,male,Adult 18+
11-Jun-22,New Mexico,Alamogordo,Charlotte Ln,male,Adult 18+
8-Jun-22,New Mexico,Albuquerque,4400 Montgomery Blvd NE,male,Adult 18+
8-Jun-22,New Mexico,Albuquerque,4400 Montgomery Blvd NE,male,Adult 18+
6-Jun-22,New Mexico,Roswell,S Main St and Mathews St,male,Adult 18+
6-Jun-22,New Mexico,Roswell,1800 block of N Michigan Ave,male,Adult 18+
4-Jun-22,New Mexico,Santa Fe,2001 Hopewell St,male,Adult 18+
2-Jun-22,New Mexico,Albuquerque,1200 block of Mimbres St SW,male,Adult 18+
2-Jun-22,New Mexico,Albuquerque,1200 block of Mimbres St SW,male,Adult 18+
1-Jun-22,New Mexico,Albuquerque,900 block of Alvarado Dr SE,male,Adult 18+
31-May-22,New Mexico,Roswell,700 block of E 3rd St,male,Adult 18+
